"X","tweet_text","directed_at","tweet_sentiment"
1710,"#tech At #SXSW, #Apple schools the marketing experts: Thousands are in town to demonstrate their social... {link} #technology",NA,"neutral"
1711,"&quot;At #SXSW, Apple schools the marketing experts&quot;  {link}","Apple","positive"
1712,"#tech At #SXSW, Apple schools the marketing experts {link}","Apple","positive"
1713,"bored at #SxSW, try this iphone app: {link}","iPad or iPhone App","positive"
1714,"Today at #SXSW: Bulletproof UX strategy, games &amp; design patterns with Google, and the anatomy of a design decision.",NA,"neutral"
1715,"Free for #SXSW: fluffertraX Radio #iPhone app--{link}",NA,"positive"
1716,"Going to #SXSW?  Check out our new Rhapsody/Echo Nest app to help figure out what shows to see: {link}",NA,"neutral"
1718,"Going to #SXSW? Here's a google map of free wi-fi hotspots: {link} (warning: it's from 2009)",NA,"neutral"
1719,"Going to #SXSW? Join Google &amp; YouTube for special events &amp; more: {link} #googlesxsw",NA,"neutral"
1720,"Going to #sxsw? Need a lift from the airport? Register for the FREE @mention shuttle! {link}",NA,"neutral"
1721,"Going to #SXSW? Plan to visit the #EMC booth for your chance to win an iPad! @mention @mention",NA,"neutral"
1723,"Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp","iPad or iPhone App","positive"
1724,"At #sxsw #tapworthy iPad Design Headaches - avoiding the pitfalls of the new design challenges","iPad","negative"
1725,"@mention #webmobile talking about #mVideo. Talked about iPhone and Android video but what about the other 85% of phones? #SXSW",NA,"neutral"
1726,"#winning #winning - just gave away 5 red mophie juice pack air's to fans with #Tigerblood at #SXSW No more dead iPhone batteries 4 them!",NA,"neutral"
1727,"Mayer: 20% of Google searches are for local information #SXSW ^pr",NA,"neutral"
1728,"Hashable + American Psycho woot! RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link}",NA,"neutral"
1729,"Evernote + iPhone is awesome for #sxsw notes/photos #taccsxsw","iPhone","positive"
1730,"Disaster = iPhone died in middle of #sxsw ... can't function. heading to apple store.","iPhone","negative"
1731,"Quadroid = Qualcomm + Android just called the platform of the next decade vs Wintel #sxsw #cloud","Android","positive"
1732,"If I had $1 for every person holding his iPhone above his head to take a pic of this crowd....I would have several dollars. #SXSW",NA,"neutral"
1733,"I'll pay $681.00 for a New, Unopened iPad 2 16GB with 3G for Verizon - Black. Visit www.Zaarly.com to claim the cash. #willpay #sxsw",NA,"neutral"
1734,"I'll pay $900 for a new iPad 2, white, 32 GB, 3G in the next 20 hours. {link} #willpay #sxsw #zaarly","iPad","positive"
1735,"@mention $AAPL should've just put the iPad pop-up store right after the badge pickup line for #SXSW in the convention center",NA,"neutral"
1736,"#google 80's party @mention maggie's! Hair did makeup did and rockin out with @mention #sxsw",NA,"neutral"
1737,"Google: 40% of map usage is mobile. Seeing a demo of new version of mobile maps. Nice! #SXSW","Other Google product or service","positive"
1739,"The iPad 1 is so March 11, 2011 4:59PM PST. #sxsw","iPad","negative"
1740,"#SXSW 2011 Trends:
Out: Google
In: Twitter
Next: Angry Birds","Google","positive"
1741,"#SXSW 2011: Demo Of Samsung TV Controlled By #Android Phone {link}",NA,"neutral"
1742,"#SXSW 2011: HeyWire launches group chat with Facebook, Google and Twitter {link}",NA,"neutral"
1743,"#SXSW 2011: Novelty of #iPad news apps fades fast among digital delegates {link}",NA,"neutral"
1745,"#SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link}","iPad","negative"
1746,"#SXSW 2011: The #Google and #Bing smackdown in all its bloody banality {link}","Google","negative"
1748,"#SXSW 2011: The Google and Bing smackdown in all its bloody banality (Guardian) {link} via @mention",NA,"neutral"
1749,"Not even 10am here in Austin and my iPhone batt is at 54% - shit #SXSW #notevenstartedyet","iPhone","negative"
1752,"Our iPad 2 giveaway for #SXSW closes today! All you need to do is sign up at {link}  to be entered automatically. (pls RT!)",NA,"neutral"
1754,"@mention 2 heck w/being sick, #Apple is supposedly setting up mini-store at #sxsw - I so have to go now!! &amp; I'm feeling 95%, so plan 2 go",NA,"neutral"
1755,"The iPad 2 is just a better product... They have had time to make worthwhile improvements... @mention Diller #SXSW","iPad","positive"
1756,"The iPad 2 launch is all the buzz at #SXSW 2011 {link} via @mention @mention #apple #tablet #marketing #advertising #ipod","iPad","positive"
1758,"The iPad 2 line #SXSW {link}",NA,"neutral"
1759,"The iPad 2 line is only about 20 minutes long #sxsw",NA,"neutral"
1760,"The iPad 2 Takes Over #SXSW [#VIDEO] {link} #channels #gadgets #news #uncategorized","iPad","positive"
1761,"The iPad 2 Takes Over #SXSW [#VIDEO]: One of the biggest events the first day of SXSW 2011… {link}","iPad","positive"
1762,"The iPad 2 Takes Over #SXSW [VIDEO] {link}","iPad","positive"
1763,"The iPad 2 Takes Over #SXSW [VIDEO] {link} via @mention @mention","iPad","positive"
1764,"The iPad 2 Takes Over #SXSW [VIDEO]: {link}","iPad","positive"
1765,"The iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable","iPad","positive"
1766,"The iPad 2 Takes Over SXSW [VIDEO] {link} #apple #iPad #SXSW","iPad","positive"
1767,"The iPad 2 Takes Over SXSW [VIDEO] {link} #ipad2 #SXSW","iPad","positive"
1768,"Get over 20 free tracks from the @mention Music Sampler! @mention has a track on there! Check it out @mention {link} #SXSW",NA,"neutral"
1771,"Download 20+ free tracks from the #SXSW Music Sampler on @mention including @mention {link}",NA,"neutral"
1772,"My #sxsw 2011 new iPhone app page. What's missing? See any breakouts? {link}",NA,"neutral"
1773,"Stoked.  22 free #SXSW songs from iTunes: {link}  My personal favorite = Barton Hollow by @mention #sundaymorning",NA,"neutral"
1774,"We're at 2nd and congress #SXSW #RewardsWagon with @mention bookbook iPad cases. Get here fast. :)","iPad","positive"
1775,"@mention 3 &amp; @mention  VS @mention &amp; &quot;Groupon or Living Social-type&quot; Rewards - {link} Battle for #SXSW begins!",NA,"neutral"
1776,"Google #h4ckers audience 95% male- devs are smart (&amp; easy when there's free alcohol) ;) #SXSW  @mention Speakeasy {link}",NA,"neutral"
1778,"I'd say 75% of booths at this tradeshow are waffling off an iPad 2. About the same portion have reps dressed up as crazy characters. #SxSW",NA,"neutral"
1779,"#sxsw: #15slides: Gruber: keeps on desk Apple Extended Keyboard 2 (discontinued in 1991, $169). Loud. But feels like he writes better.",NA,"positive"
1780,"#wjchat Q7A: I'm going iPhone/iPad only. Bought a Zagg keyboard. I have high hopes this plan will work. #SXSW","iPhone","positive"
1781,"{link} via @mention pretty neat database I must say.  does it work on my #android we shall see. #sxsw #party #free","Android","positive"
1782,"Just won a @mention #sxsw mystery prize! I hope it's an iPad 2:) Thanks for a great panel and the gift. #DiscoTalk","iPad","positive"
1783,"$15k for a &quot;high-quality PDF&quot; iPad app is a good investment for small mags, says Chris Tomlinson, formerly Texas Obs (now AP) #sxsw","iPad or iPhone App","positive"
1784,"We setup a #SXSW demo restaurant page. Sign up or download our iPhone app to check it out {link} &amp; say hi to @mention at #SXSWi","iPad or iPhone App","positive"
1785,"Just got a back door invite to the Google party. goona network my ass off! #SXSW","Google","positive"
1786,"Great idea behind #circles RT @mention &amp; @mention Google Launching Secret New Social Network Called Circles {link} #sxsw","Google","positive"
1787,"3rd time a charm? All about privacy! RT @mention Google to Launch New Social Network, Circles, maybe today? {link} #sxsw",NA,"positive"
1788,"Building a custom Android home screen for #sxsw #SXSWi stuff. Any other must haves? {link}",NA,"neutral"
1789,"Just got a free iPhone charger. Someone came up to me and gave me one randomly. I love #sxsw!","iPhone","positive"
1790,"Just got a free iPhone-charger from Alex on the #Powermatteam. Wow. Makes life at #SXSW so much easier! Thanks!  {link}","iPhone","positive"
1791,"&quot;...a full service web app (MAC)...&quot; - I can only assume that this is something like an iPhone app for Internet Explorer. #sxsw",NA,"neutral"
1793,"There is a great festival #app for #sxsw featured on the app store works with google maps and plan schedule, and it's #free","iPad or iPhone App","positive"
1794,"Watching a guy simultaneously use a laptop and an iPad. The Force is strong with this one, mmm. #sxsw","iPad","positive"
1795,"Just saw a guy tweeting on his iPad while peeing... This is #sxsw",NA,"neutral"
1797,"The Beluga iPhone app is the highlight of this #SXSW. Excellent way to coordinate the #sxsw4japan relief effort.","iPad or iPhone App","positive"
1798,"Gettiing a last minute visit from @mention and @mention  I'd like to think it's for me, but it's all about the iPad.  #sxsw",NA,"neutral"
1799,"there is a line in front of the &quot;secret&quot; apple ipad store on congress ave but it's not very long. the line at sbux is longer. #sxsw",NA,"neutral"
1802,"Go Game, a new #LBS scavenger hunt , launches at #SXSW.  Service creates customized games for events. via @mention {link}",NA,"neutral"
1805,"Watching a promo for Google earth engine at 'Techies can save the world, why don't they?'. Harnessing collective power for good. #sxsw","Google","positive"
1806,"If I was a really bad person I could have just stolen this guys ipad... Just saying. #sxsw","iPad","positive"
1807,"Just had a really great #mophie experience at #sxsw -a user for over 3 months I highly recommend their iPhone 4 battery #goodcustomerservice","iPhone","positive"
1808,"It's not a rumor: #Apple is opening up a pop-up store in downtown Austin for #SXSW &amp; iPad 2 launch (via @mention {link}","iPad","positive"
1810,"It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link}",NA,"neutral"
1811,"It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #rgv",NA,"neutral"
1812,"It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} via @mention",NA,"neutral"
1814,"It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch: It'... {link}","Apple","positive"
1815,"It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch {link}",NA,"neutral"
1816,"Not just a rumor: the pop-up Apple Store at #SXSW exists...and they're still selling iPads.  {link}",NA,"neutral"
1817,"&lt;just a rumor...&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",NA,"neutral"
1818,"Just got a shiny new #iPad2 at #SXSW ? Discover new music with {link} (built in HTML5, not Flash - looks great on iPad)","iPad","positive"
1820,"There is a tech bro posed as a homeless person outside the apple pop up with a sign asking for $$$ for an iPad #SXSW","iPad","positive"
1821,"#sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.","iPad or iPhone App","positive"
1822,"At Q&amp;A with Google and Bing on website rankings. Fun. #sxsw","Google","positive"
1823,"At Q&amp;A with google and bing panel. #sxsw (@mention Hilton, Salon J w/ 59 others) {link}",NA,"neutral"
1824,"Is Marissa@mention #SXSW wearing a Missoni top????",NA,"neutral"
1825,"Learning ab Google doodles! All doodles should be light, funny &amp; innovative, with exceptions for significant occasions. #GoogleDoodle #sxsw",NA,"neutral"
1826,"3/5 available for Android. &gt;&gt; 5 Absolute, Must-Have Apps to Rock #SXSW Interactive by @mention {link} via @mention","Android App","positive"
1829,"Quick, enable the bubble barriers over #PAXEast, #SXSW and all Apple stores. Protect your new #nerdking.",NA,"neutral"
1830,"SXSW Quotables are giving away an iPad 2 today - all you need to do is sign up at {link} to be entered automatically. #sxsw",NA,"neutral"
1831,"It's probably best to keep me away from any Apple pop up stores - the temptation to get a White 3G iPad for #SXSW is insanely tempting.","iPad","positive"
1833,"Not just about pretty content. Nat Geo has pretty article on iPad. Cooler is twitter list of current Arctic explorers. #flipboard #SXSW","iPad","positive"
1834,"Thinking about standing outside the Austin Apple Store on 3/11 with $200 cash to snatch iPad 1 from those upgrading. #SXSW",NA,"neutral"
1836,"@mention about to talk at #sxsw on mistakes building #Netflix #iphone app",NA,"negative"
1837,"Learning about using HTML5 across multiple devices by looking at freebeernear.me on the Web, Android, OSX and iPhone #hack5 #sxsw #donline",NA,"neutral"
1838,"Keeping tabs on #sxsw via  @mention Awesome iPad app",NA,"neutral"
1839,"fucking mac users..... {link} #sxsw CWebb iPad Grant Hill","Apple","negative"
1840,"Talking #accessibility and found this from a google engineer. {link} #sxsw #iQlab",NA,"neutral"
1842,"Yikes, reached a new level of Apple-fanboyism last night: literally fell asleep with a MacBook Pro, iPad 2, &amp; iPhone 4 on top of me. #SXSW","Apple","positive"
1843,"looking back at some of my tweets from #sxsw and holy wow, so many typos! ughhhhh. autocorrect and my inability to type on ipad. goo",NA,"neutral"
1844,"Touch: trackpads first, iPhone, iPad - positives- more natural, don't have to sit, mobile, more relaxed #SXSW #sxswnui","iPhone","positive"
1845,"#SXSW – Rackspace Startup Program, Cloud 2.0 #iPad App Launched {link} via @mention",NA,"neutral"
1846,"Has an iPad 2 !!! Wohooo! Tnx Apple for the popup shop at #sxsw!","iPad","positive"
1849,"Got my ipad 2 and gave to red cross for japan what a first day at #sxsw","iPad","positive"
1850,"Win an iPad 2 at SXSW via @mention ! #sxsw {link}","iPad","positive"
1851,"Win an iPad 2 from @mention - just submit &amp; vote up your favorite quotes from #SXSW at {link} {link}",NA,"neutral"
1853,"Video: iPad 2 Line Walk: Austin Texas. Did you get one today? - #SXSW {link}",NA,"neutral"
1855,"Win an iPad 2! via @mention Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #entrepreneur #smallbiz #ceokidschat","iPad","positive"
