"tweet_text","tweet_sentiment"
"RT @megynkelly: Tune in! #KellyFile is LIVE from the #GOPDebate http://t.co/O9S38ELWo5","positive"
"RT @AdamSmith_USA: Hey @GOP, @HillaryClinton has a few words for you regarding reproductive healthcare: #GOPDebate http://t.co/4SfORBTCap","neutral"
"#GOPDebate Donald Trump hates Mexicans? http://t.co/Ut1zaW9vK4","negative"
"RT @nicole473: #GOPDebate Spends Less Than A Minute On Police Violence And Black Lives Matter
http://t.co/V2qIrWDw5K
#BlackLivesMatter","negative"
"A lot of candidates are all about defending #PlannedParenthood but never mention take away a rapist's parental rights #GOPDebate","negative"
"RT @RickCanton: #CruzCrew - no amnesty. Of course. Most Constitutionally sound candidate. #GOPDebate http://t.co/0Y54WTIstm","neutral"
"Remember how @ChrisChristie called Rand's tireless defense of the #4thAmendment ""blowing hot air?"" #GOPDebate","neutral"
"RT @_Ms_Bee: Very interesting.#GOPDebate  https://t.co/6INkmV9KZw","positive"
"RT @tedcruz: Over the past six years we've seen the results of the Obama-Clinton foreign policy. Leading from behind is a disaster. #GOPDebÛ_","positive"
"RT @cowboytexas: Proof #GOPDebate Republicans and @FoxNews need an education on separation of church and state. http://t.co/eyJVwGxe3f","negative"
"RT @BuckSexton: Ted Cruz is positioning himself as all the fight and fury of Trump, without the unpredictability. Smart move. #GOPDebate","positive"
"RT @UnSlutProject: Who won the #GOPDebate? Not women.","negative"
"Love this. https://t.co/XrMOId5bdK #StandWithRand #GOPDebate","neutral"
"RT @djmorris55: .@realDonaldTrump calls 3rd party talk ""leverage."" Sounds like extortion. Pick me or I'll make you lose. #gopdebate @KiplinÛ_","negative"
"BEST. POST. EVER. 10 wtf quotes from last nightÛªs gop debate, gif-edhttp://www.nylon.com/articles/gop-debate-quotes via @nylonmag #GOPDebate","neutral"
"RT @Writeintrump: #GOPDebate After Party Update: I'm still waiting for Ben Carson to introduce me to those twins he bragged about.  I hope Û_","neutral"
"RT @DebbyRevere: @realDonaldTrump @smartvalueblog #trump said he wasn't preparing &amp; true enuff you could tell. #GOPDebate take run serious,Û_","negative"
"RT @saradmahmoud: #GOPDebate and the islamophobia begins.","negative"
"@realDonaldTrump whaah _Ù÷__Ù÷_ @megynkelly &amp; #foxnews was unfair to me They shouldn't ask questions about what I say _Ù÷__Ù÷_ #gopdebate","negative"
"RT @jordanadolph: same. seriously though. #GOPDebate  https://t.co/GEXpvd1vB0","negative"
"RT @DaTechGuyblog: Advice to each GOP candidate in order of how I think they finished 10th place Jeb Bush Get a pulse in a hurry #gopdebateÛ_","neutral"
"@jjauthor @yewkalaylee @learjetter @megynkelly @realDonaldTrump ...whether you support him or not. it was shameful. #GOPDebate","negative"
"RT @tedcruz: We've seen a lot of campaign conservatives, but if we're going to win in 2016, we need a consistent conservative. #GOPDebate #Û_","positive"
"Ben Carson, Ted Cruz, and you-know-who won the Google search war http://t.co/tYQVy0Bhup

@realBenCarson #GOPDebate","positive"
"RT @RickCanton: Are there any Democrats running, @HillaryClinton? 

All I see are Socialists. 

#GOPDebate #OhHillNo #UniteBlue #WhyImNotVoÛ_","neutral"
"RT @pizzapimp812: Rly disappointed in the questioning. All aimed at provoking fights between, rather than learning what each candidate planÛ_","negative"
"RT @Polarinski: I have no doubt #CarlyFiorina has the stones to lead this country in a better direction.
 #GOPDebate","positive"
"Watching the #GOPDebate this morning. It's incredibly clear that none of these people care about me at all.","negative"
"RT @AnjDelgado: Check out how @washingtonpost used @Genius to annotate last night's #GOPDebate http://t.co/f3GU92M8PL @wendygreen_ @traveliÛ_","neutral"
"Based on his rhetoric, I assume when Donald Trump looks at Megyn Kelly, he sees Miss Piggy.

#GOPDebate","negative"
"Trump invites Hillary Clinton to his (3rd) wedding... but blasts Megyn Kelly during/after the debate.

And he's a ""Republican""??? #GOPDebate","negative"
"RT @Daenerys: Donald Trump got The Wall idea from Game of Thrones. #GOPDebate","negative"
"RT @ChadPergram: Rubio: God has blessed the Republicans with some very kind candidates. The Democrats can't even find one. #GOPDebate","positive"
"RT @jaguarjin: #GOPDebate was more of  reality show- ""So who isn't qualified to be POTUS"" @dthomicide @Leslieks @pharris830 @stphil","negative"
"RT @totalgolfmove: All I want to know about the #GOPDebate is who is in favor for making The Masters a national holiday","neutral"
"RT @StudyingLiberty: Apparently Trump, the ""tell it like it is"" guy, can't handle some tough questions that point out his utter hypocrisy. Û_","negative"
"Biggest winner &amp; loser of #GOPDebate? @FoxNews: Moderation WIN; App &amp; live streaming FAIL. @juanasummers &amp; @film_girl http://t.co/4HSpigrZTA","negative"
"RT @Badpie24: So this sums up the entire #GOPDebate I suppose. http://t.co/FbaSoZc54U #clowncardumpsterfire","neutral"
"@seanhannity @ChrisChristie @GovChristie Then try not lying about your US Attorney - 9/11 appointment. #GOPDebate","negative"
"RT @2DOPEANTIBHVR: so u want us to build a wall #GOPDebate","negative"
"ÛÏ@HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -HÛ. THIS @johnfmiddleton","neutral"
"RT @KLSouth: .@JebBush &amp; Valerie Jarrett having dinner together. Rupert in middle. http://t.co/2OfH3IpYTv #jeb2016 #NoMoreBushes #GOPDebate","neutral"
"RT @shannonrwatts: Gun violence costs Americans $229B annually #GOPDebate #gunsense","negative"
"While I sometimes don't like @realDonaldTrump 's character, he's still the only candidate calling it like it is. #GOPDebate #ycot","positive"
"#GOPDebate #GOP Marco Rubio had the best zinger of the night ""how fortunate we are to have so many good candidates while the Dems have none!","positive"
"RT @JahmaolClark: If a Candidate speaks out against Mass Incarceration and #TheNewJimCrow it would be hard not to vote for them...#GOPDebate","neutral"
"Bernie Sanders live-tweeted the #GOPDebate http://t.co/noSDLXybM9 via @HuffPostPol","neutral"
"Multiple shots of Scott Walker nodding behind Ben Carson was one of the best parts of #GOPDebate. The real strength of #GOP.","neutral"
"Watch the #GOPDebate last nite? Well than you are ready for #trump this: the United States of #mexchat this Monday Aug10. 1pm ET","neutral"
"RT @mir_ross: You know what makes pushing 6lb+ being through my vaginal canal seem less appealing?
Men telling me it's my duty as a woman #Û_","negative"
"RT @shawnsBrain66: ""Ultimately, liberals were unhappy, which means the GOP did something right"" #gopDebate http://t.co/08nrvGEsrA","neutral"
"RT @LeahR77: Guess The Bush FIX WAS IN #GOPDebate Û_ü He Gets The Most QuestionsÛ_ü http://t.co/zuSRBs8QTa","negative"
"RT @dawnintheworld: @Chris @hardball_chris PLZ google education in Ohio and get, well, educated on education. @RepTimRyan  #GopDebate @OhioÛ_","negative"
"RT @shannonrwatts: Long-term prison costs for people who commit assault and homicide using guns costs $5.2 billion a year #GOPDebate #gunseÛ_","negative"
"RT @2DOPEANTIBHVR: Politics of the stomach #GOPDebate","neutral"
"Republicans admit science is real. Why is this even news?!! #GOPDebate","negative"
"The night #JohnStewart signed off from #TDS he killed 2 birds with one stone: #GOPDebate on #FoxDebate . No need to further comment on them","negative"
"@Marmel Wondered same thing. And Trump did mention her firing in one of his recent diatribes. Surprised he didn't diss her @ #GOPDebate.","negative"
"RT @mrmilianspeaks: Sam Dubose, Tamir rice, and John Crawford all died in Kasichs state and he dodged the police brutality question. #GOPDeÛ_","negative"
"RT @sistertoldjah: .@CarlyFiorina at @ijreview: Why IÛªm Running For President ---&gt;&gt;&gt;  http://t.co/phNgdByKSP #Carly2016 #GOPdebate http://tÛ_","neutral"
"@GovernorPerry Who the heck is Ronald Raven? #GOPDebate","negative"
"RT @FrankLuntz: My focus group actually likes Donald Trump as a person and a businessmanÛ_ But not as a candidate.  #GOPDebate

http://t.co/Û_","negative"
"RT @HeatherNauert: ""Instead of fighting among ourselves...we should be focused on #HillaryClinton "" @ScottWalker tells @foxandfriends post Û_","neutral"
"RT @Politics_PR: The #GOPDebate Showed How #FoxNews Enforces Republican Orthodoxy: http://t.co/3rnrI9CBvD #p2 http://t.co/6981eqojZn","negative"
"Tune into @937TheTicket for #4Downs at 11:45. Talking #GOPDebate and #TheDailyShow, Gronk Bus LLC, our dream jobs, and Yordano Ventura.","neutral"
"RT @TonyLoyd: Who won the #gopdebate? Billionaires &amp; bankers. Who lost? The rest of us. #debatewithbernie http://t.co/RFpNbtsoW6 http://t.cÛ_","negative"
"Very interesting.#GOPDebate  https://t.co/6INkmV9KZw","neutral"
".@gatewaypundit @megynkelly @realDonaldTrump Megyn= the new Candy Crowley. They blundered badly. FOX exposed themselves. #GOPDebate","negative"
"Trumped: Rand Paul Gets Less Than Half the Time of Û÷The DonaldÛª During GOP Debate - http://t.co/9WCiDg100e #GOPDebate #Trump","negative"
"genuinely impressed by @megynkelly. Thanks for your thoughtful questions on women, foreign policy, and race #GOPDebate","positive"
"That's All! _Ù÷ä #FactCheck #GOPDebate http://t.co/jR7P3o5XhX","negative"
".@FrankLuntz #GOPDebate analysis, ""Who won? @GovMikeHuckabee"" --&gt; http://t.co/fWGhqVZ9dG #ImWithHuck","neutral"
"RT @feministabulous: Trump can say ""I hate the concept of abortion"" because he'll NEVER NEED ONE. #GOPDebate","negative"
"@marcorubio #GOPDebate winner in my book! #dale #cuban","positive"
"They stopped at 10 because they couldn't fit any more in the clown car. #GOPDebate","negative"
"RT @rolandsmartin: Ben Carson wants a proportional tax system that is based on the biblical model of tithing. #GOPDebate #NewsOneNow #RolanÛ_","neutral"
"RT @revteapain: Final question: ""Whose the Jesus-isest?""  #GOPDebate","neutral"
"On #immigrationreform #GOPDebate @marcorubio: most are Central Americans not Mexicans (true) and he wants electronic monitoring systems","neutral"
"RT @Clarknt67: I trust #trans solider @OnlyShaneOrtega to protect my freedom over @GovMikeHuckabee any day. #LGBT #GOPDebate http://t.co/zNÛ_","positive"
"RT @nannacassie: #CarlyFiorina knows what she's doing. Name your opponents weakness,name your own strenghths,state what she wanrts,ask for Û_","positive"
"RT @shannonrwatts: The average cost to U.S. taxpayers for a single gun homicide is nearly $400,000 #GOPDebate #gunsense","neutral"
"RT @michaelkruse: I agree with @mikeallen. Marco Rubio helped himself the most. http://t.co/k7tgoYm8Bi @politico #GOPDebate","positive"
"RT @OhNoSheTwitnt: [Helen Lovejoy voice] WON'T SOMEBODY PLEASE THINK OF THE CHRISTIANS? #GOPDebate","negative"
"RT @TatianaKing: the fact that it WASNT EVEN A DEBATE AT ALL. It was literally pundits saying ""remember the time you said X? Bish how bout Û_","negative"
"msnbc: Chris Christie and Rand Paul feud in tense national security face-off at #GOPDebate: Û_ http://t.co/7roNBlX7ys","negative"
"oh, yes, you got that right, @BernieSanders #FeelTheBern #GOPDebate  https://t.co/myenLefBnF","neutral"
"RT @SoulRevision: All the GOP candidates are going to their Klan Rally after the debate. #GOPdebate #KKKorGOP","negative"
"RT @John_R_Dykstra: I'm surprised that so many people have already picked a candidate. I'm still listening &amp; playing the field; good field.Û_","neutral"
"RT @freestyldesign: How can conservatives POSSIBLY Support a Candidate that DONATED TO HILLARY- EVER- that is ASININE #tcot #ccot #GOPDebatÛ_","negative"
"#GOPDebate #ScottWalker My take on the war-mongering last night:Walker-Cold War, Trump-Spanish American, All-States Rights/Civil War,Idiots!","negative"
"@shawnsBrain66 I'm a liberal and I was ecstatic.  That was hands down the best reality show I've ever seen. #GOPdebate","negative"
"IMO @realDonaldTrump was targeted by @FoxNews in a biased attack No choice but 2 b on defens Could not offer any real subsatnce #GOPDebate","positive"
"RT @4BillLewis: #JohnKasich hawking hats on #Twitter - #GOPDebate #FoxDebate #socialmedia #Kasich4Us #retweet #realdonaldtrump #marcorubio Û_","neutral"
"RT @mashablegif: Ran Paul's eye roll is on point. #GOPDebate http://t.co/9H8UdTnrJw","neutral"
"RT @sewellchan: ""Hooray for Fox News."" @FrankBruni's take on the #GOPDebate: http://t.co/c4jRx2mnJd","positive"
"RT @ChuckNellis: #CarlyFiorina won't be 2nd tier in the next debate. #GOPDebate","neutral"
"RT @_Snape_: Muggles are a joke. #GOPDebate","negative"
"RT @shannonrwatts: Criminals and felons - including domestic abusers - take advantage of America's lax gun laws to arm themselves #GOPDebatÛ_","neutral"
"Fear &amp; Loathing in the #GOPDebate | http://t.co/wzoUdISFgi
by @digby56 #tcot #PJNET #FoxNews #GOPClownCar http://t.co/hW9DQXnFwP","negative"
"When @megynkelly says, for t sake of #argument, #LetMePlayTheDevilsAdvocate, she means it &amp; no one does it better. #GOPDebate #KellyFile","positive"
"Loved the exasperated look on Jeb's face during #GOPDebate. It's like he kept thinking, ""Am I the only one who is taking this seriously?""","negative"
"RT @MolonLabe1776us: Anyone voting for Chris Christie?
#GOPDebate #TCOT http://t.co/2vXU3v9G4V","neutral"
"RT @Yowan: ""I'm a different kind of Republican"" - @RandPaul #GOPDebate 
He really is and he needs to show that contrast, instead of panderiÛ_","positive"
"RT @pattonoswalt: Can SOMEONE Photoshop an album cover for Chris Christie's smooth jazz masterpiece, THE HUGS THAT I REMEMBER? #GOPDebate","neutral"
"2016 Wide Open Heading out of Electric Opening Debates - http://t.co/OroBlJ66rK: http://t.co/WFY89WXKzD #GOPDebate","neutral"
"So about Kelly last night: stopped clocks. #GOPDebate","neutral"
"RT @AstroKatie: The candidates are being asked if they heard from God who isn't even an American citizen I mean come on. #GOPDebate","neutral"
"RT @lizzwinstead: Ben Carson, may be the only brain surgeon who has performed a lobotomy on himself. #GOPDebate","negative"
"RT @jangelgonzalo: The GOP debate, charted word by word http://t.co/utUowZIvj6 #GOPDebate","neutral"
"Yes! And true of most religions: women are unclean sexual distracters &amp; men are hapless victims #religion #GOPDebate https://t.co/iX20ObGO2p","negative"
"RT @shannonrwatts: Bush and Obama administrations proposed law to close Terror Gap, but #NRA fought against any efforts to close it #GOPdebÛ_","negative"
"#ClimateChange a Non-Issue in #GOPDebate / Primary Season http://t.co/QICyHOPamW Great read at @insideclimate with input from @FordOConnell","negative"
"@megynkelly going.Ronda Rousey on @realDonaldTrump 's  posterior and his childish comeback was a ""where were you when?"" moment.#GOPDebate","negative"
